1327418725|danny|37.77695245908|-122.39847741481|unclejoey|37.777335807234|-122.39812024905
1327511595|danny|37.778270059061|-122.39783935281|unclejoey|37.77740109933|-122.39810009899
1327602309|danny|37.777442369373|-122.3982596157|unclejoey|37.777130041439|-122.39885353825
1327693753|danny|37.777429737425|-122.39797210491|unclejoey|37.777409939327|-122.39836856659
1327872265|danny|37.770495379893|-122.40004667823|dj|37.770103529472|-122.39953046846
1327946279|danny|37.77746424776|-122.39815732395|unclejoey|37.778576800757|-122.39726709094
1327982131|danny|37.774932392919|-122.39387676628|dj|37.775010077109|-122.39382645976
1328034677|danny|37.777300506472|-122.39817850008|unclejoey|37.777518363831|-122.39826930945
1328071036|danny|37.774083250591|-122.42177953954|dj|37.773276956775|-122.42168263849
1328127088|danny|37.777251523926|-122.39811523293|unclejoey|37.777294764808|-122.39832999527
1328158359|danny|37.774856250493|-122.39389309836|dj|37.774917867535|-122.39388765102
1328217658|danny|37.777545135542|-122.39802785675|unclejoey|37.77726157|-122.398167625
1328254809|danny|37.775169896209|-122.39363297937|dj|37.774898011796|-122.39391832016
1328311857|danny|37.777650977188|-122.39822245878|unclejoey|37.777284269444|-122.39826469448
1328345207|danny|37.774978226107|-122.39389010855|dj|37.775028374361|-122.39379706022
1328436117|danny|37.775040603579|-122.39379466699|dj|37.774891221391|-122.39393188391
1328522986|danny|37.775087576246|-122.39389917498|dj|37.775085861139|-122.39382628716
1328550913|danny|37.778502723365|-122.3966533709|unclejoey|37.778768901659|-122.39676073422
1328610427|danny|37.775019882565|-122.39385097496|dj|37.77509711|-122.39391560875
1328638999|danny|37.777341900415|-122.39815331195|unclejoey|37.777235874162|-122.39839938812
